dataset,idx_global,is_filtrada,k,percentil_dist,percentil_densidad,percentil_entropia,criterio_pureza,modo_espacial,radio_densidad,riesgo,densidad,entropia,proporcion_min,pasa_pureza,pasa_densidad,umbral_entropia,umbral_densidad,vecinos_all,dist_all,vecinos_min,dist_min,vecinos_validos_por_percentil,thr_dist_percentil,synthetics_from_this_seed,last_delta,last_neighbor_z,timestamp,clase_objetivo
shuttle,37388,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[20831, 29124, 1818, 3824, 24116]",,"[20831, 29124, 1818, 3824, 24116]",,4,0.027574061718021743,0,,,2025-09-29T00:37:18.779944,4
shuttle,37397,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[18633, 9905, 21432, 16341, 4838]",,"[18633, 9905, 21432, 16341, 4838]",,4,0.041361092577032604,0,,,2025-09-29T00:37:18.779944,4
shuttle,37404,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[7916, 25900, 812, 41295, 14557]",,"[7916, 25900, 812, 41295, 14557]",,5,0.018382707812014492,0,,,2025-09-29T00:37:18.779944,4
shuttle,37409,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[41421, 37101, 42600, 15816, 25719]",,"[41421, 37101, 42600, 15816, 25719]",,4,0.05495520790088716,0,,,2025-09-29T00:37:18.779944,4
shuttle,37422,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[11479, 46306, 29422, 36484, 1488]",,"[11479, 46306, 29422, 36484, 1488]",,4,0.01838270781201448,0,,,2025-09-29T00:37:18.779944,4
shuttle,37426,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[41594, 24062, 40590, 3954, 32470]",,"[41594, 24062, 40590, 3954, 32470]",,4,0.027574061718021743,0,,,2025-09-29T00:37:18.779944,4
shuttle,37429,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[23770, 21909, 31114, 16539, 32404]",,"[23770, 21909, 31114, 16539, 32404]",,4,0.022978384765018123,0,,,2025-09-29T00:37:18.779944,4
shuttle,37431,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[3693, 35777, 26828, 37570, 45328]",,"[3693, 35777, 26828, 37570, 45328]",,4,0.013625917828910155,0,,,2025-09-29T00:37:18.779944,4
shuttle,37434,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[22720, 14611, 22328, 4387, 34349]",,"[22720, 14611, 22328, 4387, 34349]",,4,0.10110489296607972,0,,,2025-09-29T00:37:18.779944,4
shuttle,37436,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[21081, 24821, 40871, 17600, 30174]",,"[21081, 24821, 40871, 17600, 30174]",,4,0.032169738671025364,0,,,2025-09-29T00:37:18.779944,4
shuttle,37440,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[2772, 10394, 10279, 26697, 39542]",,"[2772, 10394, 10279, 26697, 39542]",,5,0.028882860727753666,0,,,2025-09-29T00:37:18.779944,4
shuttle,37443,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[17240, 23333, 31989, 12996, 40603]",,"[17240, 23333, 31989, 12996, 40603]",,4,0.054762712029019917,0,,,2025-09-29T00:37:18.779944,4
shuttle,37445,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[38272, 12130, 33982, 38088, 40707]",,"[12130, 38272, 33982, 38088, 40707]",,4,0.02757406171802174,0,,,2025-09-29T00:37:18.779944,4
shuttle,37453,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[13164, 20625, 12664, 39356, 13151]",,"[13164, 20625, 12664, 13151, 39356]",,5,0.013787030859010868,0,,,2025-09-29T00:37:18.779944,4
shuttle,37456,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[43795, 16255, 39877, 35729, 44562]",,"[43795, 39877, 16255, 35729, 44562]",,4,0.028882860727753666,0,,,2025-09-29T00:37:18.779944,4
shuttle,37459,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[33184, 18110, 42636, 3946, 36367]",,"[33184, 18110, 42636, 3946, 36367]",,4,0.018382707812014495,0,,,2025-09-29T00:37:18.779944,4
shuttle,37461,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[30297, 33755, 23454, 8030, 10442]",,"[30297, 33755, 23454, 8030, 10442]",,4,0.10857312046866989,0,,,2025-09-29T00:37:18.779944,4
shuttle,37463,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[29084, 39665, 41669, 42594, 6949]",,"[29084, 39665, 41669, 42594, 6949]",,5,0.10647608121659469,0,,,2025-09-29T00:37:18.779944,4
shuttle,37473,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[43019, 8161, 32193, 21481, 13837]",,"[43019, 8161, 32193, 21481, 13837]",,4,0.013625917828910155,0,,,2025-09-29T00:37:18.779944,4
shuttle,37475,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[4345, 9612, 34292, 21516, 44133]",,"[4345, 34292, 9612, 21516, 44133]",,4,0.018382707812014495,0,,,2025-09-29T00:37:18.779944,4
shuttle,37479,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[5474, 19202, 19266, 26275, 31805]",,"[5474, 19202, 19266, 26275, 31805]",,4,0.027574061718021736,0,,,2025-09-29T00:37:18.779944,4
shuttle,37481,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[43991, 1716, 18960, 30690, 26524]",,"[43991, 1716, 18960, 30690, 26524]",,4,0.038938941639847346,0,,,2025-09-29T00:37:18.779944,4
shuttle,37482,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[28566, 7947, 15455, 41723, 35191]",,"[28566, 7947, 15455, 41723, 35191]",,4,0.0555286918214254,0,,,2025-09-29T00:37:18.779944,4
shuttle,37489,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[18323, 12701, 4718, 14185, 23197]",,"[18323, 12701, 4718, 14185, 23197]",,4,0.05514812343604347,0,,,2025-09-29T00:37:18.779944,4
shuttle,37491,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[11008, 18383, 35918, 2988, 45947]",,"[11008, 18383, 35918, 2988, 45947]",,4,0.013787030859010875,0,,,2025-09-29T00:37:18.779944,4
shuttle,37500,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[32964, 1822, 24435, 40252, 18764]",,"[32964, 1822, 24435, 40252, 18764]",,4,0.06264047332537068,0,,,2025-09-29T00:37:18.779944,4
shuttle,37525,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[24956, 36014, 27329, 18470, 31114]",,"[24956, 36014, 27329, 18470, 31114]",,4,0.07464133261172541,0,,,2025-09-29T00:37:18.779944,4
shuttle,37527,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[4196, 14441, 23072, 39433, 25642]",,"[4196, 14441, 23072, 39433, 25642]",,4,0.05322221619044233,0,,,2025-09-29T00:37:18.779944,4
shuttle,37530,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[26424, 38290, 26980, 25940, 15277]",,"[26424, 38290, 26980, 25940, 15277]",,4,0.02738135601450995,0,,,2025-09-29T00:37:18.779944,4
shuttle,37535,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[3999, 15161, 15230, 40347, 9879]",,"[3999, 15161, 15230, 40347, 9879]",,4,0.02738135601450995,0,,,2025-09-29T00:37:18.779944,4
shuttle,37547,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[45580, 31139, 4708, 29964, 4967]",,"[45580, 31139, 29964, 4708, 4967]",,4,0.018382707812014495,0,,,2025-09-29T00:37:18.779944,4
shuttle,37549,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[6448, 4682, 7906, 36293, 8738]",,"[6448, 4682, 7906, 36293, 8738]",,4,0.04760230911652058,0,,,2025-09-29T00:37:18.779944,4
shuttle,37550,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[6615, 15694, 45549, 15214, 30499]",,"[15694, 6615, 45549, 15214, 30499]",,4,0.013787030859010868,0,,,2025-09-29T00:37:18.779944,4
shuttle,37554,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[34704, 31982, 28726, 27407, 5242]",,"[31982, 34704, 27407, 28726, 5242]",,4,0.013787030859010868,0,,,2025-09-29T00:37:18.779944,4
shuttle,37557,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[26291, 33319, 43442, 26324, 16038]",,"[26291, 33319, 43442, 26324, 16038]",,4,0.027764345910712702,0,,,2025-09-29T00:37:18.779944,4
shuttle,37566,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[21126, 34603, 44037, 30431, 27181]",,"[34603, 21126, 30431, 44037, 27181]",,4,0.009191353906007246,0,,,2025-09-29T00:37:18.779944,4
shuttle,37570,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[20634, 26828, 37431, 3693, 38740]",,"[26828, 20634, 37431, 3693, 38740]",,5,0.015780569592043173,0,,,2025-09-29T00:37:18.779944,4
shuttle,37571,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[7344, 8712, 43347, 9695, 30174]",,"[7344, 8712, 43347, 9695, 30174]",,4,0.13622141431141804,0,,,2025-09-29T00:37:18.779944,4
shuttle,37573,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[26201, 35397, 19971, 29225, 39452]",,"[26201, 35397, 19971, 29225, 39452]",,4,0.08999635381918346,0,,,2025-09-29T00:37:18.779944,4
shuttle,37574,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[41307, 43963, 44105, 20671, 45883]",,"[41307, 43963, 44105, 20671, 45883]",,4,0.07627000010705487,0,,,2025-09-29T00:37:18.779944,4
shuttle,37577,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[28454, 24111, 39764, 3241, 28686]",,"[28454, 24111, 39764, 3241, 28686]",,4,0.09412583375660971,0,,,2025-09-29T00:37:18.779944,4
shuttle,37583,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[14666, 15, 10537, 25106, 33211]",,"[14666, 15, 10537, 25106, 33211]",,4,0.08942632896744603,0,,,2025-09-29T00:37:18.779944,4
shuttle,37594,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[28458, 35629, 3155, 35318, 12462]",,"[28458, 35629, 3155, 35318, 12462]",,4,0.030237130274170916,0,,,2025-09-29T00:37:18.779944,4
shuttle,37602,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[18455, 17211, 34861, 11023, 35889]",,"[18455, 17211, 34861, 11023, 35889]",,4,0.022978384765018116,0,,,2025-09-29T00:37:18.779944,4
shuttle,37603,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[24732, 15154, 19973, 18555, 40820]",,"[24732, 15154, 19973, 18555, 40820]",,4,0.022415827812635916,0,,,2025-09-29T00:37:18.779944,4
shuttle,37605,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[77, 8626, 35118, 14805, 20480]",,"[77, 8626, 35118, 14805, 20480]",,4,0.18103719791812886,0,,,2025-09-29T00:37:18.779944,4
shuttle,37607,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[8829, 39747, 31906, 23039, 43785]",,"[8829, 39747, 31906, 23039, 43785]",,4,0.055148123436043486,0,,,2025-09-29T00:37:18.779944,4
shuttle,37612,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[5420, 1694, 43945, 11695, 40523]",,"[5420, 1694, 43945, 11695, 40523]",,4,0.018382707812014495,0,,,2025-09-29T00:37:18.779944,4
shuttle,37614,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[25952, 20817, 39859, 39974, 23345]",,"[25952, 20817, 39859, 39974, 23345]",,4,0.05514812343604348,0,,,2025-09-29T00:37:18.779944,4
shuttle,37615,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[23172, 1191, 7152, 444, 5599]",,"[23172, 1191, 7152, 444, 5599]",,4,0.018382707812014495,0,,,2025-09-29T00:37:18.779944,4
shuttle,37632,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[43537, 44374, 23995, 24892, 28302]",,"[43537, 44374, 23995, 24892, 28302]",,4,0.022978384765018123,0,,,2025-09-29T00:37:18.779944,4
shuttle,37634,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[14925, 29813, 27744, 7163, 15322]",,"[14925, 29813, 27744, 7163, 15322]",,4,0.028882860727753666,0,,,2025-09-29T00:37:18.779944,4
shuttle,37635,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[32040, 41844, 35347, 21503, 4904]",,"[32040, 41844, 35347, 21503, 4904]",,4,0.09191353906007246,0,,,2025-09-29T00:37:18.779944,4
shuttle,37645,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[40810, 8810, 8861, 18841, 10728]",,"[40810, 8810, 8861, 18841, 10728]",,4,0.025655049407385132,0,,,2025-09-29T00:37:18.779944,4
shuttle,37646,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[1637, 11158, 138, 4837, 38450]",,"[1637, 11158, 138, 4837, 38450]",,4,0.041361092577032604,0,,,2025-09-29T00:37:18.779944,4
shuttle,37650,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[42056, 16277, 4239, 36730, 16433]",,"[42056, 16277, 4239, 16433, 36730]",,5,0.018382707812014495,0,,,2025-09-29T00:37:18.779944,4
shuttle,37653,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[8614, 46262, 957, 11238, 6629]",,"[8614, 46262, 957, 11238, 6629]",,4,0.05974380038904711,0,,,2025-09-29T00:37:18.779944,4
shuttle,37654,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[20445, 21850, 38268, 32081, 13570]",,"[20445, 21850, 38268, 32081, 13570]",,4,0.06433947734205073,0,,,2025-09-29T00:37:18.779944,4
shuttle,37660,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[41368, 33147, 44330, 29135, 26546]",,"[41368, 33147, 26546, 44330, 29135]",,5,0.013625917828910155,0,,,2025-09-29T00:37:18.779944,4
shuttle,37663,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[19181, 24657, 23251, 28460, 9585]",,"[19181, 24657, 23251, 28460, 9585]",,4,0.08605712913428754,0,,,2025-09-29T00:37:18.779944,4
shuttle,37666,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[3300, 472, 33417, 16302, 4325]",,"[3300, 472, 33417, 16302, 4325]",,4,0.013787030859010872,0,,,2025-09-29T00:37:18.779944,4
shuttle,37672,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[9042, 22219, 31410, 7621, 16473]",,"[9042, 22219, 31410, 7621, 16473]",,4,0.027764345910712702,0,,,2025-09-29T00:37:18.779944,4
shuttle,37682,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[14815, 19090, 8431, 25555, 12485]",,"[14815, 19090, 8431, 12485, 25555]",,5,0.025655049407385125,0,,,2025-09-29T00:37:18.779944,4
shuttle,37684,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[25369, 750, 43918, 21500, 44761]",,"[25369, 750, 43918, 21500, 44761]",,4,0.013787030859010875,0,,,2025-09-29T00:37:18.779944,4
shuttle,37699,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[34142, 2151, 18793, 36847, 28039]",,"[34142, 2151, 18793, 36847, 28039]",,4,0.05215453226177426,0,,,2025-09-29T00:37:18.779944,4
shuttle,37721,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[26643, 22086, 36698, 10582, 29085]",,"[26643, 22086, 36698, 10582, 29085]",,4,0.030656498121942426,0,,,2025-09-29T00:37:18.779944,4
shuttle,37726,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[26880, 25624, 23152, 45190, 11953]",,"[26880, 25624, 23152, 45190, 11953]",,4,0.03216973867102538,0,,,2025-09-29T00:37:18.779944,4
shuttle,37732,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[18082, 20774, 45678, 11776, 21142]",,"[18082, 20774, 45678, 11776, 21142]",,4,0.032169738671025364,0,,,2025-09-29T00:37:18.779944,4
shuttle,37737,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[27615, 4671, 40819, 34597, 6371]",,"[27615, 4671, 40819, 34597, 6371]",,4,0.030237130274170933,0,,,2025-09-29T00:37:18.779944,4
shuttle,37742,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[15497, 31320, 20086, 4046, 9254]",,"[15497, 31320, 20086, 4046, 9254]",,4,0.009191353906007248,0,,,2025-09-29T00:37:18.779944,4
shuttle,37747,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[12447, 426, 14164, 30303, 25541]",,"[12447, 426, 14164, 30303, 25541]",,4,0.03216973867102537,0,,,2025-09-29T00:37:18.779944,4
shuttle,37756,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[46390, 46153, 15942, 10968, 24863]",,"[46390, 46153, 15942, 10968, 24863]",,4,0.022978384765018116,0,,,2025-09-29T00:37:18.779944,4
shuttle,37766,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[10314, 29197, 17570, 2789, 24286]",,"[10314, 29197, 17570, 2789, 24286]",,4,0.022978384765018123,0,,,2025-09-29T00:37:18.779944,4
shuttle,37781,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[17632, 31025, 45365, 23719, 12771]",,"[17632, 31025, 45365, 23719, 12771]",,4,0.030656498121942415,0,,,2025-09-29T00:37:18.779944,4
shuttle,37782,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[46120, 1329, 32559, 34338, 40522]",,"[46120, 1329, 32559, 34338, 40522]",,4,0.03023713027417092,0,,,2025-09-29T00:37:18.779944,4
shuttle,37785,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[140, 37973, 1088, 1239, 8698]",,"[140, 37973, 1088, 1239, 8698]",,4,0.04595676953003623,0,,,2025-09-29T00:37:18.779944,4
shuttle,37797,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[27058, 45524, 1279, 2412, 26546]",,"[27058, 45524, 1279, 2412, 26546]",,4,0.018382707812014495,0,,,2025-09-29T00:37:18.779944,4
shuttle,37798,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[9341, 11852, 11053, 6663, 42506]",,"[9341, 11852, 11053, 6663, 42506]",,4,0.03216973867102536,0,,,2025-09-29T00:37:18.779944,4
shuttle,37799,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[43023, 1163, 19667, 1141, 29503]",,"[43023, 1163, 19667, 1141, 29503]",,4,0.027574061718021736,0,,,2025-09-29T00:37:18.779944,4
shuttle,37803,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[3839, 26233, 45004, 17391, 41876]",,"[3839, 26233, 45004, 17391, 41876]",,4,0.022978384765018123,0,,,2025-09-29T00:37:18.779944,4
shuttle,37810,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[28193, 38317, 29650, 24851, 19253]",,"[28193, 38317, 29650, 24851, 19253]",,4,0.030584379900098546,0,,,2025-09-29T00:37:18.779944,4
shuttle,37824,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[1488, 29422, 21429, 46306, 28609]",,"[1488, 29422, 46306, 21429, 28609]",,4,0.013787030859010868,0,,,2025-09-29T00:37:18.779944,4
shuttle,37825,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[19465, 28194, 5265, 44970, 246]",,"[19465, 28194, 5265, 44970, 246]",,4,0.0894263289674459,0,,,2025-09-29T00:37:18.779944,4
shuttle,37826,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[42449, 8507, 27556, 2457, 5507]",,"[42449, 8507, 27556, 2457, 5507]",,4,0.08448978028981743,0,,,2025-09-29T00:37:18.779944,4
shuttle,37828,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[287, 42485, 26439, 25459, 31139]",,"[287, 42485, 26439, 25459, 31139]",,4,0.05055244648303986,0,,,2025-09-29T00:37:18.779944,4
shuttle,37837,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[42497, 10020, 27466, 27639, 32833]",,"[42497, 10020, 27466, 27639, 32833]",,4,0.054762712029019917,0,,,2025-09-29T00:37:18.779944,4
shuttle,37840,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[27514, 13674, 32084, 35021, 11531]",,"[27514, 13674, 32084, 35021, 11531]",,4,0.027574061718021743,0,,,2025-09-29T00:37:18.779944,4
shuttle,37842,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[13557, 2948, 38256, 11972, 31718]",,"[13557, 2948, 38256, 11972, 31718]",,4,0.013625917828910155,0,,,2025-09-29T00:37:18.779944,4
shuttle,37843,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[44326, 19193, 13758, 21930, 30255]",,"[44326, 19193, 13758, 21930, 30255]",,4,0.05514812343604347,0,,,2025-09-29T00:37:18.779944,4
shuttle,37846,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[22730, 8548, 25058, 10789, 28850]",,"[22730, 8548, 25058, 10789, 28850]",,4,0.041361092577032604,0,,,2025-09-29T00:37:18.779944,4
shuttle,37849,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[24818, 5985, 20595, 7193, 23346]",,"[24818, 5985, 20595, 23346, 7193]",,5,0.013787030859010872,0,,,2025-09-29T00:37:18.779944,4
shuttle,37851,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[33979, 30898, 821, 10817, 42826]",,"[33979, 30898, 821, 10817, 42826]",,4,0.045841405336234355,0,,,2025-09-29T00:37:18.779944,4
shuttle,37857,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[25849, 18811, 5110, 35850, 42584]",,"[25849, 18811, 5110, 35850, 42584]",,4,0.13454470896774182,0,,,2025-09-29T00:37:18.779944,4
shuttle,37869,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[125, 37350, 38537, 172, 8974]",,"[125, 37350, 38537, 172, 8974]",,4,0.0306564981219424,0,,,2025-09-29T00:37:18.779944,4
shuttle,37872,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[22315, 10462, 34265, 26567, 5896]",,"[10462, 22315, 34265, 26567, 5896]",,4,0.013787030859010875,0,,,2025-09-29T00:37:18.779944,4
shuttle,37886,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[1658, 12256, 12326, 38746, 1814]",,"[1658, 12256, 12326, 38746, 1814]",,4,0.012827524703692562,0,,,2025-09-29T00:37:18.779944,4
shuttle,37897,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[12949, 1864, 16602, 34966, 8438]",,"[12949, 1864, 16602, 34966, 8438]",,4,0.03323200666713494,0,,,2025-09-29T00:37:18.779944,4
shuttle,37908,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[8663, 883, 39369, 22424, 21051]",,"[8663, 883, 39369, 22424, 21051]",,4,0.0277643459107127,0,,,2025-09-29T00:37:18.779944,4
shuttle,37939,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[3635, 30585, 44969, 26455, 31165]",,"[30585, 3635, 44969, 31165, 26455]",,5,0.018382707812014495,0,,,2025-09-29T00:37:18.779944,4
shuttle,37940,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[22346, 27544, 17715, 21393, 4365]",,"[22346, 27544, 17715, 21393, 4365]",,4,0.14585021318128374,0,,,2025-09-29T00:37:18.779944,4
shuttle,37951,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[36569, 40703, 22094, 25828, 30511]",,"[36569, 40703, 22094, 25828, 30511]",,4,0.07846350617467791,0,,,2025-09-29T00:37:18.779944,4
shuttle,37953,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[11723, 45534, 32547, 19486, 13529]",,"[11723, 45534, 32547, 19486, 13529]",,4,0.10952542405803983,0,,,2025-09-29T00:37:18.779944,4
shuttle,37954,False,5,75.0,75.0,,proporcion,2d,1.0,0.0,1.0,,1.0,False,True,,1.0,"[34362, 18885, 17167, 16837, 15230]",,"[34362, 18885, 17167, 16837, 15230]",,4,0.027574061718021743,0,,,2025-09-29T00:37:18.779944,4
